epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,96.9683,1.63105,4.28728,1.75368,0.27779,0.19547,0.14865,0.07441,1.67733,2.87561,1.99678,0.000237131,0.000237131,0.000237131
2,182.22,1.59413,3.37671,1.72342,0.28304,0.22364,0.20411,0.10693,1.6859,2.64932,2.02967,0.000470428,0.000470428,0.000470428
3,91.3338,1.58653,2.89808,1.72582,0.30706,0.26824,0.24132,0.13368,1.65919,2.49651,2.00991,0.000699011,0.000699011,0.000699011
4,184.825,1.54886,2.55975,1.69412,0.32464,0.25874,0.23851,0.12921,1.68419,2.59235,2.02833,0.000692794,0.000692794,0.000692794
5,274.785,1.53084,2.39214,1.68639,0.29598,0.30311,0.2681,0.14615,1.6847,2.46706,2.00215,0.000685726,0.000685726,0.000685726
6,369.502,1.49424,2.24,1.65508,0.26836,0.25118,0.22022,0.12671,1.70397,2.72959,2.02203,0.000678657,0.000678657,0.000678657
7,468.021,1.49275,2.17812,1.65479,0.34637,0.31179,0.28946,0.16963,1.61244,2.47329,1.96761,0.000671588,0.000671588,0.000671588
8,563.562,1.45863,2.09603,1.63232,0.41183,0.34513,0.32282,0.18985,1.5748,2.29598,1.93247,0.00066452,0.00066452,0.00066452
9,664.184,1.4214,2.03846,1.61227,0.40831,0.36356,0.34753,0.20494,1.58679,2.16692,1.91671,0.000657451,0.000657451,0.000657451
10,761.504,1.41677,1.98549,1.6088,0.39366,0.33519,0.32069,0.19366,1.5675,2.47499,1.9207,0.000650383,0.000650383,0.000650383
11,851.454,1.40992,1.9495,1.59033,0.38906,0.36439,0.34036,0.20229,1.57668,2.31531,1.95172,0.000643314,0.000643314,0.000643314
12,954.188,1.38664,1.90034,1.57323,0.4481,0.37529,0.36992,0.22566,1.51356,2.2921,1.85643,0.000636245,0.000636245,0.000636245
13,1052.37,1.37424,1.84875,1.55909,0.45938,0.38205,0.3757,0.23234,1.53112,2.23792,1.85866,0.000629177,0.000629177,0.000629177
14,1143.45,1.36703,1.81662,1.55154,0.4652,0.36308,0.36138,0.2193,1.53107,2.11386,1.87041,0.000622108,0.000622108,0.000622108
15,1248.99,1.34421,1.78849,1.53039,0.40252,0.38211,0.36362,0.2261,1.52774,2.20126,1.89027,0.00061504,0.00061504,0.00061504
16,1348.13,1.34034,1.76417,1.53415,0.43518,0.37813,0.37021,0.22938,1.52198,2.13914,1.85115,0.000607971,0.000607971,0.000607971
17,1437.72,1.31141,1.70791,1.5123,0.42158,0.34954,0.3323,0.19346,1.55825,2.25305,1.89398,0.000600902,0.000600902,0.000600902
18,1540.06,1.30864,1.69472,1.50683,0.36815,0.34172,0.31666,0.19449,1.58996,2.41387,1.90993,0.000593834,0.000593834,0.000593834
19,1637.16,1.30813,1.67732,1.51031,0.45005,0.39598,0.38659,0.23867,1.4953,2.17258,1.84327,0.000586765,0.000586765,0.000586765
20,1727.19,1.28732,1.643,1.48799,0.44517,0.3774,0.38317,0.24004,1.46726,2.17296,1.84496,0.000579697,0.000579697,0.000579697
21,1828.21,1.28692,1.61891,1.48375,0.46437,0.4108,0.40314,0.24946,1.4934,2.07994,1.83758,0.000572628,0.000572628,0.000572628
22,1920.76,1.26737,1.59977,1.47162,0.44847,0.37586,0.37101,0.22027,1.54012,2.21736,1.86855,0.000565559,0.000565559,0.000565559
23,2007.96,1.27524,1.59677,1.47747,0.4801,0.41405,0.41491,0.26108,1.45422,2.03928,1.80413,0.000558491,0.000558491,0.000558491
24,2104.19,1.25179,1.54579,1.4491,0.41656,0.36771,0.34865,0.21587,1.51635,2.23219,1.85563,0.000551422,0.000551422,0.000551422
25,2198.46,1.25112,1.545,1.46218,0.46505,0.35736,0.36461,0.22795,1.49771,2.36117,1.83317,0.000544354,0.000544354,0.000544354
26,2287.29,1.24216,1.50333,1.44719,0.41819,0.35738,0.35615,0.22288,1.48259,2.25167,1.8296,0.000537285,0.000537285,0.000537285
27,2384.12,1.21724,1.4734,1.42992,0.43493,0.40971,0.38628,0.2445,1.46434,2.24183,1.80507,0.000530216,0.000530216,0.000530216
28,2478.64,1.22741,1.47246,1.43312,0.43986,0.37163,0.37166,0.23004,1.51061,2.26142,1.84184,0.000523148,0.000523148,0.000523148
29,2571.16,1.21608,1.46471,1.42827,0.5025,0.39308,0.39652,0.25242,1.44648,2.18852,1.78859,0.000516079,0.000516079,0.000516079
30,2669.57,1.2265,1.46135,1.42738,0.52583,0.41862,0.44886,0.28288,1.45196,1.92768,1.79465,0.000509011,0.000509011,0.000509011
31,2763.48,1.19924,1.42215,1.40952,0.48105,0.39569,0.39314,0.24904,1.46118,2.19625,1.7859,0.000501942,0.000501942,0.000501942
32,2854.03,1.20594,1.40339,1.41287,0.45685,0.40439,0.39602,0.25369,1.47875,2.23224,1.80364,0.000494873,0.000494873,0.000494873
33,2953.32,1.18361,1.38447,1.39445,0.50884,0.45854,0.4461,0.28802,1.41254,2.00874,1.75937,0.000487805,0.000487805,0.000487805
34,3050.32,1.18657,1.39855,1.3997,0.49535,0.40261,0.40526,0.26266,1.44911,2.10935,1.78785,0.000480736,0.000480736,0.000480736
35,3144.14,1.16915,1.35137,1.3867,0.45361,0.38049,0.38115,0.24125,1.48112,2.19629,1.8135,0.000473668,0.000473668,0.000473668
36,3241.41,1.18004,1.3587,1.39439,0.48777,0.40341,0.39515,0.24869,1.46425,2.15096,1.78817,0.000466599,0.000466599,0.000466599
37,3340.23,1.16554,1.32837,1.37745,0.4655,0.42115,0.40349,0.25252,1.46392,2.07307,1.79193,0.00045953,0.00045953,0.00045953
38,3429.41,1.16312,1.33404,1.37554,0.50838,0.40444,0.40947,0.25689,1.45029,2.07154,1.80047,0.000452462,0.000452462,0.000452462
39,3529.71,1.15205,1.31989,1.36795,0.51481,0.39274,0.42078,0.26964,1.44435,2.04414,1.79019,0.000445393,0.000445393,0.000445393
40,3630.66,1.1443,1.29948,1.36307,0.53587,0.3995,0.42456,0.26879,1.47968,2.05701,1.81852,0.000438325,0.000438325,0.000438325
41,3721.09,1.13683,1.27354,1.3515,0.4944,0.40932,0.4025,0.25351,1.47089,2.16088,1.80806,0.000431256,0.000431256,0.000431256
42,3818.84,1.13542,1.27371,1.35796,0.51777,0.41861,0.43576,0.2814,1.43016,1.98006,1.77199,0.000424187,0.000424187,0.000424187
43,3919.88,1.14724,1.27332,1.36259,0.50744,0.43515,0.43747,0.28013,1.43532,1.97007,1.76454,0.000417119,0.000417119,0.000417119
44,4014.21,1.12719,1.25435,1.34547,0.4946,0.38515,0.38687,0.24709,1.45989,2.2439,1.78791,0.00041005,0.00041005,0.00041005
45,4108.03,1.11608,1.23355,1.33701,0.52945,0.43735,0.45624,0.29433,1.42076,1.8764,1.77779,0.000402982,0.000402982,0.000402982
46,4204.74,1.11212,1.22561,1.33012,0.5348,0.42291,0.44434,0.28175,1.41916,1.96328,1.75024,0.000395913,0.000395913,0.000395913
47,4296.4,1.11847,1.21312,1.33373,0.55262,0.42456,0.45749,0.2968,1.40531,1.97837,1.73429,0.000388844,0.000388844,0.000388844
48,4396.12,1.09299,1.17767,1.32172,0.52554,0.41989,0.43729,0.28195,1.4178,2.00363,1.75572,0.000381776,0.000381776,0.000381776
49,4491.3,1.0955,1.17568,1.32185,0.52752,0.43221,0.43938,0.28874,1.39144,2.07541,1.73924,0.000374707,0.000374707,0.000374707
50,4579.78,1.10092,1.18216,1.32304,0.54651,0.38389,0.41221,0.2616,1.45364,2.13077,1.7795,0.000367639,0.000367639,0.000367639
51,4675.46,1.08649,1.16474,1.31891,0.52342,0.41655,0.43475,0.28311,1.4132,2.10287,1.74075,0.00036057,0.00036057,0.00036057
52,4775.36,1.0824,1.15479,1.31094,0.52678,0.42457,0.44257,0.28963,1.41291,2.0455,1.75357,0.000353501,0.000353501,0.000353501
53,4869.67,1.07273,1.14056,1.3021,0.51587,0.43007,0.44922,0.28974,1.41119,2.0065,1.74641,0.000346433,0.000346433,0.000346433
54,4963.59,1.07431,1.13679,1.3016,0.56552,0.41206,0.43821,0.28468,1.42592,1.96656,1.76158,0.000339364,0.000339364,0.000339364
