epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,125.869,1.54479,3.90177,1.79002,0.39817,0.2341,0.18447,0.10488,1.72518,3.0667,1.9336,0.000237209,0.000237209,0.000237209
2,247.716,1.51476,2.99662,1.75189,0.47433,0.18789,0.146,0.07054,1.81659,3.53779,2.08993,0.000470505,0.000470505,0.000470505
3,367.279,1.52586,2.57755,1.76293,0.20858,0.23988,0.17249,0.10207,1.72785,3.20499,1.99074,0.000699088,0.000699088,0.000699088
4,481.937,1.50136,2.2946,1.73963,0.34226,0.25268,0.22706,0.12441,1.74692,3.05515,2.05463,0.000692794,0.000692794,0.000692794
5,600.709,1.46109,2.15429,1.71691,0.42114,0.28208,0.2629,0.15881,1.60269,2.82997,1.88674,0.000685726,0.000685726,0.000685726
6,720.272,1.4233,2.0046,1.68306,0.35744,0.31503,0.27088,0.16052,1.66021,2.96998,1.9239,0.000678657,0.000678657,0.000678657
7,872.786,1.38952,1.92758,1.64738,0.49521,0.32464,0.27759,0.16883,1.57304,2.80888,1.86444,0.000671588,0.000671588,0.000671588
8,990.795,1.3707,1.85292,1.62828,0.51083,0.33065,0.31498,0.19344,1.55626,2.70233,1.83735,0.00066452,0.00066452,0.00066452
9,1108.64,1.34637,1.78536,1.61416,0.39371,0.36923,0.3402,0.20727,1.5635,2.40249,1.81565,0.000657451,0.000657451,0.000657451
10,1213.19,1.32882,1.7556,1.59807,0.42903,0.30636,0.30601,0.1972,1.56135,2.68608,1.83153,0.000650383,0.000650383,0.000650383
11,1325.43,1.30558,1.7042,1.57727,0.53175,0.32154,0.34743,0.21765,1.53811,2.61123,1.81342,0.000643314,0.000643314,0.000643314
12,1443.06,1.29051,1.66868,1.57252,0.43275,0.34811,0.32276,0.2036,1.55097,2.61946,1.81463,0.000636245,0.000636245,0.000636245
13,1558.05,1.27874,1.62242,1.55007,0.38195,0.33,0.31761,0.1972,1.57177,2.75622,1.86648,0.000629177,0.000629177,0.000629177
14,1664.44,1.27364,1.59947,1.5479,0.5066,0.33838,0.36301,0.22632,1.55713,2.57805,1.81324,0.000622108,0.000622108,0.000622108
15,1771.39,1.26176,1.56927,1.54262,0.48244,0.3906,0.39528,0.24551,1.50926,2.3266,1.79272,0.00061504,0.00061504,0.00061504
16,1874.95,1.25886,1.55225,1.53659,0.57163,0.35738,0.37567,0.24426,1.51903,2.51395,1.78836,0.000607971,0.000607971,0.000607971
17,1985.69,1.23294,1.50056,1.51428,0.56623,0.37394,0.37867,0.2416,1.53014,2.52759,1.77303,0.000600902,0.000600902,0.000600902
18,2087.85,1.2185,1.48731,1.50625,0.49127,0.36098,0.36567,0.22581,1.54232,2.44026,1.80014,0.000593834,0.000593834,0.000593834
19,2185.45,1.22455,1.46991,1.50246,0.60433,0.34745,0.37277,0.23465,1.51706,2.57958,1.78444,0.000586765,0.000586765,0.000586765
20,2285.97,1.19981,1.43996,1.48589,0.49666,0.38053,0.38583,0.24894,1.45541,2.50209,1.73834,0.000579697,0.000579697,0.000579697
21,2387.11,1.20228,1.42756,1.48873,0.50229,0.35276,0.34213,0.21582,1.56415,2.60294,1.85785,0.000572628,0.000572628,0.000572628
22,2483.59,1.18692,1.40506,1.47193,0.48685,0.37957,0.39798,0.2557,1.49845,2.36475,1.76178,0.000565559,0.000565559,0.000565559
23,2586.89,1.17282,1.38874,1.46508,0.48524,0.38411,0.37284,0.23699,1.49936,2.55679,1.77045,0.000558491,0.000558491,0.000558491
24,2687.38,1.17299,1.37324,1.45633,0.5173,0.39772,0.38501,0.24677,1.4856,2.42567,1.77883,0.000551422,0.000551422,0.000551422
25,2790.85,1.16468,1.36066,1.4519,0.59247,0.3723,0.38715,0.2497,1.45235,2.30814,1.74179,0.000544354,0.000544354,0.000544354
26,2899.57,1.1435,1.32024,1.43836,0.60079,0.39072,0.41128,0.2676,1.46534,2.37735,1.72018,0.000537285,0.000537285,0.000537285
27,3000.17,1.14143,1.31788,1.43594,0.49499,0.37485,0.38271,0.24619,1.50081,2.57945,1.79377,0.000530216,0.000530216,0.000530216
28,3099.74,1.14008,1.3099,1.43696,0.5195,0.39798,0.39716,0.25705,1.45297,2.32349,1.7232,0.000523148,0.000523148,0.000523148
29,3202.54,1.12806,1.27918,1.41968,0.48408,0.39586,0.40061,0.26384,1.46298,2.26411,1.7525,0.000516079,0.000516079,0.000516079
30,3305.26,1.13538,1.27102,1.43327,0.45787,0.37005,0.37257,0.23708,1.53036,2.45777,1.817,0.000509011,0.000509011,0.000509011
31,3401.99,1.11565,1.26788,1.42037,0.62589,0.40326,0.42791,0.28316,1.42184,2.23546,1.70084,0.000501942,0.000501942,0.000501942
32,3505.02,1.11468,1.23917,1.41193,0.64246,0.38074,0.41016,0.27029,1.43747,2.45323,1.72919,0.000494873,0.000494873,0.000494873
33,3604.33,1.1136,1.23145,1.41163,0.49539,0.39642,0.3965,0.2531,1.46186,2.33069,1.74159,0.000487805,0.000487805,0.000487805
34,3706.69,1.10425,1.24703,1.40244,0.5747,0.37617,0.40224,0.26414,1.44656,2.50255,1.73674,0.000480736,0.000480736,0.000480736
35,3807.52,1.0951,1.2209,1.40197,0.65445,0.37311,0.4105,0.26843,1.46582,2.49866,1.7189,0.000473668,0.000473668,0.000473668
36,3908.09,1.09473,1.19579,1.38934,0.59927,0.4138,0.41031,0.26806,1.47602,2.34212,1.72659,0.000466599,0.000466599,0.000466599
37,4010.5,1.09446,1.20197,1.39237,0.61229,0.37942,0.40265,0.26132,1.46348,2.45718,1.74071,0.00045953,0.00045953,0.00045953
38,4118.83,1.07702,1.16163,1.38176,0.59532,0.41834,0.42251,0.27671,1.43154,2.32709,1.70697,0.000452462,0.000452462,0.000452462
39,4220.47,1.07485,1.16538,1.38177,0.59834,0.42264,0.42804,0.28501,1.4265,2.40193,1.71821,0.000445393,0.000445393,0.000445393
40,4320.43,1.06744,1.14546,1.36694,0.60432,0.42473,0.42536,0.28677,1.40504,2.29892,1.69909,0.000438325,0.000438325,0.000438325
41,4427.19,1.05191,1.1229,1.35282,0.65841,0.40487,0.4326,0.28542,1.43242,2.2543,1.70836,0.000431256,0.000431256,0.000431256
42,4527.25,1.04872,1.11328,1.35536,0.46274,0.4333,0.42046,0.27406,1.46515,2.24211,1.72988,0.000424187,0.000424187,0.000424187
43,4621.87,1.06256,1.11495,1.36252,0.57515,0.4218,0.44653,0.29534,1.43922,2.34444,1.72472,0.000417119,0.000417119,0.000417119
44,4723.87,1.03899,1.09527,1.34691,0.62474,0.42849,0.43835,0.29097,1.42324,2.4081,1.69832,0.00041005,0.00041005,0.00041005
45,4825.19,1.02865,1.08731,1.3444,0.65148,0.38498,0.40762,0.27005,1.45676,2.53435,1.75406,0.000402982,0.000402982,0.000402982
46,4923.51,1.03365,1.07966,1.34208,0.54604,0.42031,0.4214,0.27996,1.43749,2.34675,1.69546,0.000395913,0.000395913,0.000395913
47,5043.43,1.04001,1.09084,1.34393,0.56942,0.38267,0.43295,0.28649,1.42983,2.34461,1.71481,0.000388844,0.000388844,0.000388844
48,5165.31,1.02706,1.07807,1.33651,0.547,0.43055,0.43533,0.29299,1.42268,2.36169,1.68567,0.000381776,0.000381776,0.000381776
49,5286.39,1.01648,1.06068,1.32764,0.61366,0.41275,0.422,0.28464,1.41726,2.37553,1.70331,0.000374707,0.000374707,0.000374707
50,5406.41,1.02269,1.04948,1.33188,0.70447,0.41255,0.44234,0.29598,1.41667,2.30041,1.70061,0.000367639,0.000367639,0.000367639
51,5524.96,1.00654,1.04171,1.3205,0.57679,0.40438,0.4328,0.29118,1.42712,2.3647,1.70388,0.00036057,0.00036057,0.00036057
52,5652.22,1.00478,1.03865,1.31727,0.69546,0.39317,0.43403,0.29615,1.3954,2.41799,1.67649,0.000353501,0.000353501,0.000353501
53,5784.1,1.0068,1.01909,1.3179,0.57295,0.41801,0.42479,0.28202,1.45822,2.4531,1.74247,0.000346433,0.000346433,0.000346433
54,5908.59,0.99319,1.01659,1.31063,0.51608,0.42898,0.43589,0.29373,1.4182,2.36845,1.70134,0.000339364,0.000339364,0.000339364
55,6037.86,0.98916,1.01346,1.30347,0.7212,0.37647,0.43536,0.29361,1.41797,2.44711,1.71886,0.000332296,0.000332296,0.000332296
56,6165.64,0.98354,0.99393,1.30191,0.55207,0.41582,0.42836,0.28819,1.41097,2.37949,1.69104,0.000325227,0.000325227,0.000325227
57,6305.36,0.98552,0.99054,1.3041,0.53429,0.39444,0.42397,0.28828,1.43648,2.43983,1.70481,0.000318158,0.000318158,0.000318158
58,6429.65,0.97679,0.98426,1.29216,0.64999,0.41804,0.45082,0.30185,1.42844,2.34138,1.71387,0.00031109,0.00031109,0.00031109
59,6551.97,0.96441,0.96541,1.28401,0.64769,0.38416,0.40554,0.27654,1.42942,2.54394,1.71987,0.000304021,0.000304021,0.000304021
60,6676.57,0.96188,0.9581,1.28429,0.60974,0.42708,0.44547,0.29725,1.41849,2.39069,1.70892,0.000296953,0.000296953,0.000296953
61,6818.91,0.96085,0.94941,1.28092,0.63427,0.42539,0.4406,0.29438,1.42213,2.38733,1.71363,0.000289884,0.000289884,0.000289884
62,6940.79,0.96361,0.94989,1.28005,0.67022,0.40485,0.43674,0.29163,1.44349,2.42667,1.7286,0.000282815,0.000282815,0.000282815
63,7063.76,0.95934,0.94712,1.2822,0.65088,0.41462,0.43488,0.29017,1.43341,2.44635,1.71067,0.000275747,0.000275747,0.000275747
64,7188.43,0.94325,0.93544,1.27088,0.64039,0.42233,0.45004,0.3003,1.44072,2.37122,1.71912,0.000268678,0.000268678,0.000268678
65,7321.14,0.94899,0.92591,1.26319,0.70034,0.40921,0.45092,0.30253,1.42976,2.36048,1.71455,0.00026161,0.00026161,0.00026161
66,7442.77,0.94336,0.91508,1.26666,0.59441,0.43973,0.45224,0.30198,1.40971,2.30872,1.69886,0.000254541,0.000254541,0.000254541
67,7562.44,0.92764,0.90526,1.25823,0.67906,0.41488,0.4466,0.29715,1.43426,2.43936,1.71909,0.000247472,0.000247472,0.000247472
68,7686.49,0.94152,0.9029,1.26451,0.58791,0.41887,0.43195,0.28967,1.43526,2.45959,1.71626,0.000240404,0.000240404,0.000240404
69,7809.45,0.92651,0.88663,1.24904,0.68873,0.41934,0.45052,0.30396,1.43329,2.47405,1.71564,0.000233335,0.000233335,0.000233335
