epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,188.108,0.91239,2.29204,1.23552,0.4911,0.42214,0.39609,0.2446,1.52643,2.44282,1.75156,0.00332766,0.00332766,0.00332766
2,384.182,1.02626,1.75669,1.31617,0.39427,0.29675,0.25615,0.15222,1.66874,2.90506,1.8281,0.00659505,0.00659505,0.00659505
3,569.234,1.18642,1.97508,1.41285,0.40546,0.2987,0.239,0.13471,1.7374,2.66361,1.90686,0.00979644,0.00979644,0.00979644
4,761.03,1.34195,2.17711,1.53126,0.40098,0.34807,0.32717,0.19045,1.68832,2.50768,1.916,0.009703,0.009703,0.009703
5,944.994,1.30668,2.13179,1.50777,0.44908,0.32541,0.321,0.18233,1.72383,2.69242,1.94756,0.009604,0.009604,0.009604
6,1135.84,1.27321,2.05742,1.49022,0.44314,0.37309,0.34209,0.202,1.69432,2.49706,1.94025,0.009505,0.009505,0.009505
7,1320.65,1.24157,1.94029,1.47048,0.54785,0.35577,0.36157,0.21424,1.67579,2.60409,1.86314,0.009406,0.009406,0.009406
8,1516.75,1.24455,1.90766,1.46404,0.43937,0.35005,0.35573,0.21161,1.64184,2.60188,1.84583,0.009307,0.009307,0.009307
9,1701.82,1.21189,1.82341,1.44112,0.48949,0.4063,0.39889,0.24335,1.58706,2.14753,1.82239,0.009208,0.009208,0.009208
10,1892.78,1.19409,1.80248,1.43361,0.51082,0.41301,0.42293,0.26411,1.56665,2.34351,1.80184,0.009109,0.009109,0.009109
11,2076.01,1.17464,1.76113,1.41716,0.52859,0.43022,0.41785,0.25909,1.57764,2.2248,1.8133,0.00901,0.00901,0.00901
12,2255.81,1.16215,1.73304,1.40928,0.55637,0.41036,0.43927,0.27383,1.5358,2.13487,1.76609,0.008911,0.008911,0.008911
13,2437.34,1.15167,1.71765,1.40131,0.48805,0.44162,0.43796,0.26682,1.57974,2.11723,1.81439,0.008812,0.008812,0.008812
14,2619.81,1.16047,1.71096,1.41534,0.48386,0.46183,0.45797,0.28118,1.55855,1.98326,1.80359,0.008713,0.008713,0.008713
15,2801.34,1.11604,1.63382,1.3904,0.49476,0.44359,0.45458,0.28542,1.5312,2.01115,1.76888,0.008614,0.008614,0.008614
16,2980.81,1.12115,1.61469,1.38178,0.54344,0.43902,0.4602,0.28605,1.54875,2.06379,1.78892,0.008515,0.008515,0.008515
17,3162.84,1.09058,1.58308,1.36194,0.53854,0.46754,0.47723,0.29745,1.55023,1.93528,1.75793,0.008416,0.008416,0.008416
18,3344.62,1.09284,1.58003,1.3639,0.5669,0.47138,0.4775,0.30626,1.48962,1.93223,1.75855,0.008317,0.008317,0.008317
19,3529.41,1.07908,1.54655,1.35226,0.54284,0.46412,0.47243,0.30161,1.4808,1.94531,1.70276,0.008218,0.008218,0.008218
20,3710.32,1.07,1.53651,1.34384,0.5402,0.45161,0.46685,0.29555,1.53079,2.17878,1.74204,0.008119,0.008119,0.008119
21,3892.72,1.06064,1.52603,1.33394,0.53823,0.47908,0.48373,0.30583,1.4876,1.94077,1.72806,0.00802,0.00802,0.00802
22,4072.85,1.05572,1.48517,1.32961,0.58592,0.49679,0.5073,0.32013,1.49262,1.86536,1.75025,0.007921,0.007921,0.007921
23,4257.36,1.05527,1.4775,1.32739,0.58175,0.45847,0.48054,0.30956,1.49475,2.00649,1.72582,0.007822,0.007822,0.007822
24,4436.88,1.04468,1.4559,1.32364,0.5928,0.49153,0.51886,0.33373,1.45721,1.85067,1.72495,0.007723,0.007723,0.007723
25,4621.73,1.03113,1.42263,1.3168,0.55944,0.49142,0.50775,0.32186,1.46918,1.80482,1.72436,0.007624,0.007624,0.007624
26,4801.31,1.01219,1.3996,1.30512,0.60084,0.49269,0.52651,0.3333,1.46647,1.85522,1.71662,0.007525,0.007525,0.007525
27,4986.17,1.03506,1.41085,1.30951,0.53598,0.50584,0.50452,0.32531,1.4508,1.86271,1.67846,0.007426,0.007426,0.007426
28,5170.76,1.00591,1.39621,1.29637,0.5859,0.50835,0.52849,0.341,1.4763,1.74487,1.72868,0.007327,0.007327,0.007327
29,5352.93,0.99726,1.35612,1.28494,0.57059,0.50065,0.50838,0.33036,1.45263,1.99671,1.68249,0.007228,0.007228,0.007228
30,5533.18,0.98818,1.33941,1.27953,0.58076,0.51422,0.52763,0.34264,1.45001,1.80527,1.7144,0.007129,0.007129,0.007129
31,5714.66,0.99196,1.35861,1.28375,0.59151,0.51541,0.52948,0.34002,1.46256,1.83328,1.70488,0.00703,0.00703,0.00703
32,5897.23,0.99401,1.32741,1.28397,0.61196,0.50607,0.53436,0.34789,1.43518,1.753,1.6966,0.006931,0.006931,0.006931
33,6082.44,0.98876,1.34639,1.27688,0.63237,0.4798,0.5307,0.34626,1.44504,1.79038,1.6922,0.006832,0.006832,0.006832
34,6258.18,0.96921,1.28196,1.26292,0.63862,0.49306,0.54054,0.35452,1.42259,1.79058,1.67583,0.006733,0.006733,0.006733
35,6441.49,0.97172,1.29839,1.263,0.61037,0.51622,0.55079,0.35922,1.45121,1.73984,1.69926,0.006634,0.006634,0.006634
36,6620.11,0.958,1.27814,1.25942,0.60258,0.52306,0.54476,0.35922,1.42871,1.78232,1.67306,0.006535,0.006535,0.006535
37,6804.63,0.959,1.27733,1.25497,0.59113,0.53825,0.55092,0.36266,1.40619,1.70254,1.64577,0.006436,0.006436,0.006436
38,6985.18,0.95268,1.24477,1.25658,0.63137,0.53469,0.55802,0.36637,1.4106,1.72082,1.66224,0.006337,0.006337,0.006337
39,7169.49,0.95529,1.2411,1.25569,0.60452,0.54227,0.55886,0.36463,1.4191,1.65338,1.6607,0.006238,0.006238,0.006238
40,7349.18,0.93187,1.22536,1.23376,0.6275,0.53159,0.55464,0.36544,1.40604,1.68646,1.64447,0.006139,0.006139,0.006139
41,7533.72,0.93019,1.21181,1.23901,0.61668,0.52844,0.5497,0.36488,1.41704,1.76594,1.65902,0.00604,0.00604,0.00604
42,7712.9,0.92737,1.23108,1.2307,0.6366,0.52928,0.56497,0.37486,1.39322,1.65309,1.6371,0.005941,0.005941,0.005941
43,7900.2,0.93695,1.18594,1.23355,0.63055,0.5361,0.56618,0.37463,1.3964,1.68622,1.66013,0.005842,0.005842,0.005842
44,8080.11,0.90685,1.15152,1.21736,0.60334,0.54772,0.5675,0.37496,1.39149,1.68132,1.6361,0.005743,0.005743,0.005743
45,8262.34,0.92011,1.18541,1.22495,0.57276,0.55867,0.55863,0.37598,1.40404,1.71017,1.64674,0.005644,0.005644,0.005644
46,8442.62,0.90478,1.14097,1.22522,0.6505,0.52601,0.56464,0.37486,1.3987,1.67712,1.64664,0.005545,0.005545,0.005545
47,8624.93,0.90121,1.14819,1.21304,0.65783,0.52938,0.57246,0.38053,1.39438,1.65021,1.64953,0.005446,0.005446,0.005446
48,8805.05,0.9022,1.12503,1.22582,0.6446,0.53635,0.57129,0.3795,1.40715,1.69133,1.66139,0.005347,0.005347,0.005347
49,8987.77,0.89173,1.10961,1.20835,0.63852,0.54965,0.57087,0.37939,1.38306,1.69871,1.64343,0.005248,0.005248,0.005248
50,9168.62,0.8857,1.11288,1.21091,0.65047,0.53819,0.5743,0.38201,1.38889,1.68535,1.64318,0.005149,0.005149,0.005149
51,9349.89,0.8789,1.10311,1.19884,0.63078,0.55423,0.5717,0.3812,1.40169,1.70348,1.64531,0.00505,0.00505,0.00505
52,9530.61,0.87928,1.0906,1.19588,0.68093,0.51137,0.56443,0.37339,1.40581,1.75573,1.6655,0.004951,0.004951,0.004951
53,9712.46,0.86308,1.06775,1.18997,0.67982,0.5114,0.56538,0.37746,1.3775,1.76001,1.64869,0.004852,0.004852,0.004852
54,9891.14,0.86299,1.05559,1.18629,0.63463,0.5453,0.56539,0.37948,1.37975,1.77123,1.6544,0.004753,0.004753,0.004753
55,10073,0.86432,1.06021,1.19093,0.64142,0.53671,0.56457,0.37657,1.38275,1.76076,1.66071,0.004654,0.004654,0.004654
56,10255.7,0.85276,1.03796,1.18379,0.61736,0.55799,0.56909,0.38128,1.38643,1.74545,1.66866,0.004555,0.004555,0.004555
57,10437.7,0.84631,1.03269,1.17875,0.68002,0.53444,0.57324,0.38171,1.3831,1.7253,1.66505,0.004456,0.004456,0.004456
58,10618.6,0.83922,1.01428,1.17826,0.66723,0.52683,0.56819,0.38134,1.36772,1.7395,1.64393,0.004357,0.004357,0.004357
59,10800.5,0.8463,1.01314,1.18087,0.67038,0.52744,0.57033,0.38355,1.37286,1.74425,1.65005,0.004258,0.004258,0.004258
60,10979.1,0.83383,0.99823,1.17032,0.62932,0.553,0.57313,0.38541,1.3737,1.75721,1.64843,0.004159,0.004159,0.004159
61,11160.5,0.8335,0.99526,1.16339,0.62661,0.55697,0.56943,0.38313,1.37983,1.76642,1.65135,0.00406,0.00406,0.00406
62,11342,0.82686,0.98457,1.16706,0.62892,0.55962,0.57024,0.38068,1.37875,1.79669,1.65997,0.003961,0.003961,0.003961
63,11524.2,0.81699,0.98243,1.15821,0.65267,0.53196,0.5724,0.38228,1.3815,1.77195,1.6569,0.003862,0.003862,0.003862
64,11701.4,0.81523,0.97812,1.15186,0.67819,0.52755,0.57427,0.38525,1.36991,1.73512,1.64479,0.003763,0.003763,0.003763
65,11884.2,0.81489,0.9658,1.15708,0.65135,0.53648,0.57059,0.38222,1.38235,1.77376,1.66477,0.003664,0.003664,0.003664
66,12063.2,0.80737,0.93577,1.15393,0.69035,0.52151,0.57183,0.38372,1.37784,1.78416,1.6579,0.003565,0.003565,0.003565
67,12243.7,0.79745,0.92799,1.14743,0.66056,0.53794,0.57064,0.38323,1.37425,1.77554,1.6538,0.003466,0.003466,0.003466
