epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,196.287,1.05947,1.12672,1.38477,0.72014,0.39276,0.44194,0.28458,1.49321,2.39875,1.86413,0.00332792,0.00332792,0.00332792
2,385.619,1.09094,1.22025,1.41085,0.57359,0.41771,0.45117,0.26435,1.62406,2.5808,2.04006,0.00659531,0.00659531,0.00659531
3,582.442,1.17796,1.39033,1.48132,0.67023,0.42109,0.47153,0.2939,1.52777,2.12669,1.90021,0.0097967,0.0097967,0.0097967
4,786.493,1.2699,1.56069,1.55763,0.53501,0.40856,0.43126,0.25593,1.68176,2.38277,2.07529,0.009703,0.009703,0.009703
5,970.395,1.25477,1.54894,1.55427,0.59358,0.43352,0.44725,0.28414,1.4974,2.27309,1.92866,0.009604,0.009604,0.009604
6,1152.1,1.25091,1.52945,1.55052,0.62174,0.44596,0.47236,0.25831,1.75672,2.2347,2.13923,0.009505,0.009505,0.009505
7,1338.49,1.22969,1.48233,1.53184,0.62528,0.4492,0.47613,0.29481,1.57035,2.2372,1.96468,0.009406,0.009406,0.009406
8,1524.35,1.23029,1.47507,1.52976,0.61267,0.47779,0.50584,0.32524,1.45591,2.05573,1.88459,0.009307,0.009307,0.009307
9,1708.87,1.20227,1.41962,1.50905,0.60004,0.466,0.50023,0.31114,1.5025,2.11193,1.91856,0.009208,0.009208,0.009208
10,1889.41,1.19702,1.41278,1.5024,0.6274,0.44888,0.47529,0.27968,1.63603,2.27537,2.03658,0.009109,0.009109,0.009109
11,2073,1.18842,1.39922,1.49493,0.67366,0.4727,0.52329,0.34288,1.41493,2.138,1.83307,0.00901,0.00901,0.00901
12,2254.66,1.17928,1.37423,1.48569,0.70344,0.46633,0.52602,0.34611,1.42884,2.08919,1.82932,0.008911,0.008911,0.008911
13,2439.77,1.17035,1.37195,1.48561,0.62046,0.47005,0.49214,0.31389,1.51394,2.33959,1.92703,0.008812,0.008812,0.008812
14,2621.14,1.16467,1.3492,1.47795,0.68105,0.48155,0.53229,0.35545,1.3646,2.09219,1.803,0.008713,0.008713,0.008713
15,2806.68,1.15256,1.32928,1.46507,0.72945,0.43879,0.5097,0.31995,1.53062,2.3393,1.94079,0.008614,0.008614,0.008614
16,2991.27,1.14345,1.30292,1.46573,0.67097,0.49173,0.53315,0.34185,1.46083,2.01762,1.83641,0.008515,0.008515,0.008515
17,3177.24,1.13914,1.3036,1.45924,0.69657,0.48951,0.54139,0.3531,1.44313,2.1109,1.83694,0.008416,0.008416,0.008416
18,3358.88,1.1325,1.28769,1.45197,0.60007,0.47701,0.50428,0.32189,1.50696,2.20302,1.91703,0.008317,0.008317,0.008317
19,3546.72,1.12024,1.27031,1.44151,0.70493,0.4839,0.53693,0.34195,1.48864,2.18703,1.86254,0.008218,0.008218,0.008218
